TermTested,TermRostered,Subject,ASGType,NormsReferenceData,GrowthComparisonPeriod,WIStartTerm,WIEndTerm,OptionalGroupingCategory,OptionGroupingGroup,StudentID,StudentGrade,TestDate,StartScore,StartScoreSEM,StartPercentile,StartPercentileSE,StartTestDuration,EndTestDate,EndScore,EndScoreSEM,EndPercentile,EndPercentileSE,EndTestDuration,ProjectedScore,ProjectedGrowth,ObservedGrowth,,GrowthIndex,MetGrowthProjection?,ConditionalGrowthIndex,ConditionalGrowthPercentile,PercentageofStudentswhoMetorExceededtheirProjectedScore,PercentageofProjectedGrowthMet,CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,CountofStudentswhoMetorExceededtheirProjectedGrowth,MedianConditionalGrowthPercentile,OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedScore,OptionalGroupingOverallPercentageofProjectedScoreMet,OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth,OptionalGroupingMedianConditionalGrowthPercentile,StartGrowthandAchievement,EndGrowthandAchievement,ConditionalGrowthPercentileAxis,AchievementPercentileAxis
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0018,6,9/26/2018,221,2.9,59,7,31,1/30/2019,211,2.9,26,6,41,225,4,-10,4.1,-14,No,-2.8,1,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0069,8,,,,,,,1/30/2019,223,2.9,38,6,36,,,,,,,,,70,209.5,10,7,71,,,,,,,Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0020,5,9/26/2018,214,2.9,57,8,29,1/30/2019,208,2.9,29,7,34,219,5,-6,4.1,-11,No,-2.2,1,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0019,5,9/26/2018,243,3,98,1,30,1/30/2019,238,2.9,93,2,48,247,4,-5,4.2,-9,No,-1.9,3,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0022,3,9/26/2018,185,2.9,34,8,34,1/30/2019,200,2.9,60,8,36,192,7,15,4.1,8,Yes,1.8,96,57.1,78.8,14,8,48,,,,,,High-G/Low-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0021,1,9/26/2018,183,3.2,94,3,18,1/30/2019,187,3.2,88,4,24,191,8,4,4.5,-4,No*,-0.7,24,66.7,156.1,9,6,88,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0023,***,9/26/2018,235,2.9,87,3,64,***,,,,,,238,3,,,,,,,46.2,80.4,26,12,34,,,,,,High-A,,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0024,3,9/26/2018,219,2.9,99,<1,36,1/30/2019,228,3,99,<1,32,224,5,9,4.2,4,Yes*,0.9,81,57.1,78.8,14,8,48,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0025,5,9/26/2018,233,2.9,93,2,30,1/30/2019,230,2.9,82,5,23,237,4,-3,4.1,-7,No,-1.5,6,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0026,1,9/26/2018,188,3.2,98,1,21,1/30/2019,208,3.2,99,<1,24,195,7,20,4.5,13,Yes,2.4,99,66.7,156.1,9,6,88,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0027,6,9/26/2018,234,2.9,85,4,58,1/30/2019,235,2.9,81,4,76,237,3,1,4.1,-2,No*,-0.5,32,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0028,5,9/26/2018,239,2.9,97,1,41,1/30/2019,230,2.9,82,5,27,243,4,-9,4.1,-13,No,-2.8,1,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0029,7,9/26/2018,236,2.9,79,5,87,1/30/2019,236,2.9,73,6,110,239,3,0,4.1,-3,No*,-0.5,29,70,209.5,10,7,71,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0030,5,9/26/2018,227,2.9,86,4,60,1/30/2019,238,2.9,93,2,112,231,4,11,4.1,7,Yes,1.4,92,46.2,80.4,26,12,34,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0031,7,9/26/2018,256,2.9,98,1,136,1/30/2019,264,3,99,<1,129,258,2,8,4.2,6,Yes,1.2,89,70,209.5,10,7,71,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0032,5,9/26/2018,248,3,99,<1,87,1/30/2019,250,3,99,<1,70,252,4,2,4.2,-2,No*,-0.4,35,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0035,1,9/26/2018,173,3.2,79,7,58,1/30/2019,189,3.2,91,3,103,182,9,16,4.5,7,Yes,1.4,92,66.7,156.1,9,6,88,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0033,3,9/26/2018,204,2.9,85,5,46,1/30/2019,206,2.9,76,6,41,210,6,2,4.1,-4,No*,-0.8,21,57.1,78.8,14,8,48,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0034,5,9/26/2018,217,2.9,65,7,35,1/30/2019,223,2.9,67,7,76,222,5,6,4.1,1,Yes*,0.3,61,46.2,80.4,26,12,34,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0036,3,9/26/2018,186,2.9,37,8,67,1/30/2019,194,3,42,9,75,193,7,8,4.2,1,Yes*,0.3,61,57.1,78.8,14,8,48,,,,,,High-G/Low-A,High-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0037,5,9/26/2018,236,2.9,95,2,47,1/30/2019,236,2.9,90,3,35,240,4,0,4.1,-4,No*,-0.9,19,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0066,4,,,,,,,1/30/2019,254,3.2,99,<1,77,,,,,,,,,46.2,80.4,26,12,34,,,,,,,High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0038,1,9/26/2018,188,3.1,98,1,61,1/30/2019,203,3.3,99,<1,87,195,7,15,4.5,8,Yes,1.5,93,66.7,156.1,9,6,88,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0039,5,9/26/2018,204,2.9,31,7,26,1/30/2019,209,3,32,7,28,209,5,5,4.2,0,Yes*,0,51,46.2,80.4,26,12,34,,,,,,High-G/Low-A,High-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0040,4,9/26/2018,205,2.9,59,8,73,1/30/2019,205,2.9,43,8,27,210,5,0,4.1,-5,No,-1.2,12,57.1,78.8,14,8,48,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0068,1,,,,,,,1/30/2019,208,3.1,99,<1,36,,,,,,,,,66.7,156.1,9,6,88,,,,,,,High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0041,7,9/26/2018,245,2.9,91,3,80,2/4/2019,240,3,80,5,84,247,2,-5,4.2,-7,No,-1.6,6,70,209.5,10,7,71,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0042,5,9/26/2018,204,2.9,31,7,49,1/30/2019,216,2.9,50,7,38,209,5,12,4.1,7,Yes,1.5,93,46.2,80.4,26,12,34,,,,,,High-G/Low-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0075,6,,,,,,,1/30/2019,253,3,98,1,234,,,,,,,,,46.2,80.4,26,12,34,,,,,,,High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0044,7,9/26/2018,243,2.9,89,3,143,1/30/2019,242,2.9,84,3,141,245,2,-1,4.1,-3,No*,-0.7,23,70,209.5,10,7,71,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0046,5,9/26/2018,216,2.9,62,7,45,1/30/2019,237,2.9,92,2,67,221,5,21,4.1,16,Yes,3.4,99,46.2,80.4,26,12,34,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0045,7,9/26/2018,255,3,97,1,78,2/4/2019,260,2.9,98,1,134,257,2,5,4.2,3,Yes*,0.6,73,70,209.5,10,7,71,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0043,5,9/26/2018,233,2.9,93,2,51,1/30/2019,235,3,89,4,59,237,4,2,4.2,-2,No*,-0.5,32,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0047,5,9/26/2018,231,2.9,91,3,62,1/30/2019,230,2.9,82,5,67,235,4,-1,4.1,-5,No,-1.1,13,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0070,2,,,,,,,1/30/2019,217,2.9,99,<1,51,,,,,,,,,57.1,78.8,14,8,48,,,,,,,High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0048,3,9/26/2018,190,2.9,49,9,16,1/30/2019,200,3.1,59,9,19,196,6,10,4.2,4,Yes*,0.7,77,57.1,78.8,14,8,48,,,,,,High-G/Low-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0049,3,9/26/2018,194,2.9,61,8,38,1/30/2019,195,2.9,45,8,30,200,6,1,4.1,-5,No,-1.1,13,57.1,78.8,14,8,48,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0051,K,9/26/2018,167,3.2,96,2,50,1/30/2019,178,3.2,98,1,82,173,6,11,4.5,5,Yes,1,84,66.7,156.1,9,6,88,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0050,6,9/26/2018,214,2.9,41,7,54,1/30/2019,223,2.9,54,8,52,218,4,9,4.1,5,Yes,1.1,87,46.2,80.4,26,12,34,,,,,,High-G/Low-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0052,1,9/26/2018,185,3.2,96,2,65,1/30/2019,189,3.2,91,3,36,193,8,4,4.5,-4,No*,-0.7,25,66.7,156.1,9,6,88,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0065,6,9/26/2018,204,3,19,6,35,1/30/2019,221,3,49,8,42,208,4,17,4.2,13,Yes,2.7,99,46.2,80.4,26,12,34,,,,,,High-G/Low-A,High-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0054,1,9/26/2018,182,3.2,94,2,41,1/30/2019,196,3.2,97,1,39,190,8,14,4.5,6,Yes,1.2,88,66.7,156.1,9,6,88,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0053,3,9/26/2018,189,3,46,9,36,1/30/2019,203,2.9,68,7,32,196,7,14,4.2,7,Yes,1.6,95,57.1,78.8,14,8,48,,,,,,High-G/Low-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0056,6,9/26/2018,229,3,77,5,52,1/30/2019,229,2.9,69,6,80,232,3,0,4.2,-3,No*,-0.7,25,46.2,80.4,26,12,34,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0055,4,9/26/2018,202,2.9,50,9,75,1/30/2019,191,2.9,12,5,42,208,6,-11,4.1,-17,No,-3.6,1,57.1,78.8,14,8,48,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0057,2,9/26/2018,188,2.9,80,6,46,1/30/2019,195,2.9,78,6,35,195,7,7,4.1,0,Yes*,0,50,57.1,78.8,14,8,48,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0058,5,9/26/2018,203,2.9,28,7,51,1/30/2019,210,3.3,34,9,27,208,5,7,4.4,2,Yes*,0.4,66,46.2,80.4,26,12,34,,,,,,High-G/Low-A,High-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0059,6,9/26/2018,198,2.9,10,4,29,1/30/2019,188,3.1,2,1,32,202,4,-10,4.2,-14,No,-2.9,1,46.2,80.4,26,12,34,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0060,4,9/26/2018,196,2.9,33,8,56,1/30/2019,203,2.9,38,8,34,202,6,7,4.1,1,Yes*,0.3,61,57.1,78.8,14,8,48,,,,,,High-G/Low-A,High-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,61,4,9/26/2018,192,2.9,23,7,41,1/30/2019,189,3,10,4,30,198,6,-3,4.2,-9,No,-1.9,3,57.1,78.8,14,8,48,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0062,8,9/26/2018,269,3.1,99,<1,99,1/30/2019,278,3,99,<1,100,270,1,9,4.3,8,Yes,1.5,93,70,209.5,10,7,71,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0063,5,9/26/2018,205,2.9,33,7,29,1/30/2019,205,2.9,23,6,24,210,5,0,4.1,-5,No,-1,15,46.2,80.4,26,12,34,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Mathematics,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0071,3,,,,,,,2/4/2019,225,3,98,1,30,,,,,,,,,57.1,78.8,14,8,48,,,,,,,High-A,50,50
Winter 2018-2019,Winter 2018-2019,Reading,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0073,5,,,,,,,1/29/2019,203,3.3,34,8,58,,,,,,,,,73.1,197.4,26,19,67,,,,,,,Low-A,50,50
Winter 2018-2019,Winter 2018-2019,Reading,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0002,***,9/25/2018,233,3.4,93,3,60,***,,,,,,234,1,,,,,,,73.1,197.4,26,19,67,,,,,,High-A,,50,50
Winter 2018-2019,Winter 2018-2019,Reading,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0001,***,9/25/2018,208,3.3,89,4,79,***,,,,,,212,4,,,,,,,57.1,71.8,14,8,53,,,,,,High-A,,50,50
Winter 2018-2019,Winter 2018-2019,Reading,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0003,2,9/25/2018,194,3.5,89,4,70,1/29/2019,199,3.4,86,5,66,200,6,5,4.9,-1,No*,-0.2,43,57.1,71.8,14,8,53,,,,,,Low-G/High-A,Low-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Reading,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0004,6,9/25/2018,248,3.4,99,<1,74,1/29/2019,257,4.2,99,<1,69,249,1,9,5.4+,8,Yes,1.7,95,90,550,10,9,91,,,,,,High-G/High-A,High-G/High-A,50,50
Winter 2018-2019,Winter 2018-2019,Reading,Summary,2015,Fall 2018 - Winter 2019,4,17,NONE,,001-0005,5,9/25/2018,213,3.4,69,7,38,1/29/2019,216,3.4,68,8,59,216,3,3,4.8,0,Yes*,0,51,73.1,197.4,26,19,67,,,,,,High-G/High-A,High-G/High-A,50,50
